experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,36,198200,US,Presencial,US,M
SE,36,182000,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,24,200000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
MI,36,120000,US,Presencial,US,M
MI,36,105000,US,Presencial,US,M
SE,24,187500,US,Remoto,US,M
SE,24,175000,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,18,155000,US,Remoto,US,M
SE,18,64000,US,Remoto,US,M
SE,16,185000,US,Presencial,US,M
SE,23,174500,US,Presencial,US,M
SE,23,113000,US,Presencial,US,M
SE,36,143100,CA,Presencial,CA,M
SE,36,113000,CA,Presencial,CA,M
SE,6,184000,US,Remoto,US,M
SE,6,142000,US,Remoto,US,M
SE,36,140000,US,Presencial,US,M
SE,36,120000,US,Presencial,US,M
SE,23,174500,US,Presencial,US,M
SE,23,113000,US,Presencial,US,M
SE,36,180560,US,Presencial,US,M
SE,36,115440,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,36,120000,US,Presencial,US,M
SE,72,145900,US,Presencial,US,M
SE,36,120000,CA,Presencial,CA,M
SE,36,110000,CA,Presencial,CA,M
SE,24,180000,US,Presencial,US,M
MI,56,75344,GB,Remoto,GB,M
MI,56,63192,GB,Remoto,GB,M
SE,24,161800,US,Presencial,US,M
SE,24,141600,US,Presencial,US,M
MI,56,58331,GB,Remoto,GB,M
MI,56,46178,GB,Remoto,GB,M
SE,24,166000,US,Remoto,US,M
SE,24,128000,US,Remoto,US,M
SE,23,170000,US,Remoto,US,M
SE,23,110000,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
SE,24,75000,US,Remoto,US,M
SE,24,182000,US,Remoto,US,M
MI,18,14307,IN,Remoto,IN,L
EN,36,130000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,56,134500,US,Presencial,US,L
MI,36,13989,IN,Remoto,IN,L
MI,36,130000,US,Presencial,US,M
MI,36,90000,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
SE,63,125000,US,Remoto,US,L
SE,24,175000,US,Presencial,US,M
SE,24,155000,US,Presencial,US,M
SE,24,153600,US,Presencial,US,M
SE,24,106800,US,Presencial,US,M
SE,36,150000,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,32,122000,US,Presencial,US,M
SE,32,94500,US,Presencial,US,M
SE,24,170000,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,32,145000,US,Presencial,US,M
SE,32,128000,US,Presencial,US,M
SE,24,145000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
SE,24,175000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
SE,24,145000,US,Presencial,US,M
SE,24,115000,US,Presencial,US,M
SE,5,150000,US,Remoto,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
MI,36,150000,US,Remoto,US,M
MI,36,127500,US,Remoto,US,M
SE,36,126500,US,Remoto,US,M
SE,36,51000,US,Remoto,US,M
MI,24,175000,US,Presencial,US,M
SE,24,63000,US,Remoto,US,M
SE,56,210000,US,Remoto,US,M
SE,56,160000,US,Remoto,US,M
SE,36,198200,US,Remoto,US,M
SE,36,220000,US,Presencial,US,M
SE,36,146000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,62,183600,CA,Remoto,CA,M
MI,24,150000,US,Remoto,US,M
MI,24,150000,US,Remoto,US,M
SE,51,56723,IN,Presencial,IN,L
MI,24,120000,US,Presencial,US,M
MI,24,95000,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
SE,24,216000,US,Remoto,US,M
SE,24,144000,US,Remoto,US,M
EN,24,85000,US,Presencial,US,M
EN,24,65000,US,Presencial,US,M
SE,18,149000,US,Remoto,US,M
SE,18,119000,US,Remoto,US,M
SE,36,140000,US,Presencial,US,M
SE,36,120000,US,Presencial,US,M
MI,36,150000,US,Presencial,US,M
MI,36,110000,US,Presencial,US,M
SE,56,201000,US,Remoto,US,M
SE,36,190000,US,Presencial,US,M
SE,36,155000,US,Presencial,US,M
SE,53,185000,US,Remoto,US,M
SE,15,190000,US,Remoto,US,M
SE,15,160000,US,Remoto,US,M
EN,70,100000,US,Remoto,US,M
MI,24,130000,US,Presencial,US,M
MI,24,115000,US,Presencial,US,M
MI,36,92350,GB,Presencial,GB,M
MI,36,67723,GB,Presencial,GB,M
MI,24,105000,US,Presencial,US,M
MI,24,70000,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,56,192000,US,Remoto,US,M
SE,56,164000,US,Remoto,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,24,75000,US,Presencial,US,M
SE,35,175000,US,Presencial,US,M
SE,35,120000,US,Presencial,US,M
SE,24,167500,US,Presencial,US,M
SE,24,106500,US,Presencial,US,M
MI,18,75000,US,Remoto,US,M
MI,18,60000,US,Remoto,US,M
SE,6,184000,US,Remoto,US,M
SE,6,142000,US,Remoto,US,M
MI,36,145000,US,Presencial,US,M
MI,36,100000,US,Presencial,US,M
MI,36,31795,IN,Remoto,US,M
SE,24,175000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
SE,24,175000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
EX,24,200000,US,Presencial,US,M
EX,24,145000,US,Presencial,US,M
MI,24,92350,GB,Remoto,GB,M
MI,24,73880,GB,Remoto,GB,M
SE,24,145000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
SE,6,192000,US,Remoto,US,M
SE,6,164000,US,Remoto,US,M
SE,18,120000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,56,145000,US,Presencial,US,M
SE,56,135000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
SE,24,78000,US,Presencial,US,M
SE,24,73546,ES,Presencial,ES,M
SE,24,36773,ES,Presencial,ES,M
MI,24,160000,US,Remoto,US,M
MI,24,120000,US,Remoto,US,M
SE,36,190000,US,Presencial,US,M
SE,36,150000,US,Presencial,US,M
MI,24,35610,IN,Hibrido,IN,L
SE,24,120000,US,Presencial,US,M
SE,24,95000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,36,175000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,24,120000,US,Presencial,US,M
SE,24,95000,US,Presencial,US,M
SE,71,149850,US,Presencial,US,M
MI,2,122500,US,Remoto,US,M
MI,2,100000,US,Remoto,US,M
SE,36,149850,US,Presencial,US,M
EN,18,55000,US,Presencial,US,M
EN,18,48000,US,Presencial,US,M
SE,72,149850,US,Presencial,US,M
SE,24,190000,US,Remoto,US,M
SE,24,120000,US,Remoto,US,M
SE,18,127000,US,Remoto,US,M
SE,18,104000,US,Remoto,US,M
SE,36,210000,US,Remoto,US,M
SE,36,150000,US,Remoto,US,M
SE,56,210000,US,Remoto,US,M
SE,56,150000,US,Remoto,US,M
SE,24,210000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
SE,36,182750,US,Remoto,US,M
SE,36,161500,US,Remoto,US,M
MI,18,102640,US,Remoto,US,M
MI,18,66100,US,Remoto,US,M
SE,72,210000,US,Remoto,US,M
SE,72,150000,US,Remoto,US,M
SE,24,198800,US,Presencial,US,M
SE,24,122600,US,Presencial,US,M
MI,24,130000,US,Remoto,US,M
MI,24,80000,US,Remoto,US,M
SE,36,136000,US,Remoto,US,M
SE,36,104000,US,Remoto,US,M
SE,18,150000,US,Remoto,US,M
SE,18,100000,US,Remoto,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
SE,24,216000,US,Remoto,US,M
SE,24,144000,US,Remoto,US,M
EX,36,159000,US,Remoto,US,M
EX,36,130000,US,Remoto,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,24,215000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,56,201000,US,Remoto,US,M
MI,24,187000,US,Remoto,US,M
MI,24,153000,US,Remoto,US,M
MI,18,55410,GB,Presencial,GB,M
SE,18,50432,ES,Presencial,ES,M
SE,18,39925,ES,Presencial,ES,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,10,140000,US,Remoto,US,M
SE,10,120000,US,Remoto,US,M
MI,18,75000,US,Remoto,US,M
MI,18,60000,US,Remoto,US,M
EN,18,50000,US,Hibrido,US,L
MI,54,134000,US,Remoto,US,M
MI,54,124000,US,Remoto,US,M
SE,18,166700,US,Presencial,US,M
SE,18,119000,US,Presencial,US,M
EN,36,124234,US,Presencial,US,M
EN,36,74540,US,Presencial,US,M
MI,18,100000,US,Remoto,US,M
MI,18,65000,US,Remoto,US,M
EN,1,200000,CA,Hibrido,CA,L
SE,24,220000,US,Remoto,US,M
SE,24,146000,US,Remoto,US,M
SE,24,68293,ES,Presencial,ES,M
SE,24,36773,ES,Presencial,ES,M
SE,38,110000,US,Presencial,US,M
SE,38,70000,US,Presencial,US,M
EN,18,50000,US,Hibrido,US,L
SE,24,120000,US,Presencial,US,M
SE,24,95000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
SE,23,190000,US,Remoto,US,M
SE,23,135000,US,Remoto,US,M
SE,36,128000,US,Presencial,US,M
SE,36,81500,US,Presencial,US,M
SE,36,173000,US,Remoto,US,M
SE,36,110000,US,Remoto,US,M
SE,56,192000,US,Presencial,US,M
SE,56,120000,US,Presencial,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,18,120000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,69,190000,US,Remoto,US,L
SE,24,194000,US,Remoto,US,M
SE,24,129400,US,Remoto,US,M
SE,18,201000,US,Remoto,US,M
SE,18,89200,US,Remoto,US,M
SE,36,165000,US,Presencial,US,M
SE,36,125000,US,Presencial,US,M
SE,6,196000,US,Remoto,US,M
MI,56,130000,US,Presencial,US,M
MI,56,90000,US,Presencial,US,M
MI,60,150000,US,Remoto,US,M
MI,60,100000,US,Remoto,US,M
MI,56,150000,US,Presencial,US,M
SE,24,153600,US,Presencial,US,M
SE,24,106800,US,Presencial,US,M
MI,60,130000,US,Remoto,US,M
MI,60,100000,US,Remoto,US,M
SE,24,216000,US,Remoto,US,M
SE,24,144000,US,Remoto,US,M
MI,36,180000,US,Presencial,US,M
MI,36,120000,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
SE,18,192500,US,Remoto,US,M
SE,18,140000,US,Remoto,US,M
SE,24,152500,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,18,65000,US,Remoto,US,M
SE,18,55000,US,Remoto,US,M
SE,24,178750,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
MI,61,165000,US,Presencial,US,M
MI,61,135000,US,Presencial,US,M
SE,2,170000,US,Remoto,US,M
SE,2,125000,US,Remoto,US,M
SE,24,105000,US,Presencial,US,M
SE,24,70000,US,Presencial,US,M
SE,36,130000,US,Presencial,US,M
SE,36,95000,US,Presencial,US,M
SE,36,203500,US,Presencial,US,M
SE,36,152000,US,Presencial,US,M
SE,24,197430,US,Remoto,US,M
SE,24,134760,US,Remoto,US,M
MI,36,120000,US,Remoto,US,M
SE,24,197000,US,Presencial,US,M
SE,24,99000,US,Presencial,US,M
SE,24,220000,US,Remoto,US,M
SE,24,162000,US,Remoto,US,M
MI,32,70186,GB,Presencial,GB,M
MI,32,51716,GB,Presencial,GB,M
SE,23,149040,US,Remoto,US,M
SE,23,113900,US,Remoto,US,M
SE,24,100000,US,Presencial,US,M
SE,24,78000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
SE,24,95000,US,Presencial,US,M
SE,38,110000,US,Presencial,US,M
SE,38,70000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,24,154600,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
MI,24,160000,US,Remoto,US,M
MI,24,75000,US,Remoto,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
SE,24,213000,US,Presencial,US,M
SE,24,152000,US,Presencial,US,M
SE,36,140000,US,Remoto,US,M
SE,36,120000,US,Remoto,US,M
SE,36,110000,US,Presencial,US,M
SE,36,70000,US,Presencial,US,M
SE,62,168000,CA,Remoto,CA,M
SE,53,183000,US,Remoto,US,M
SE,24,175000,US,Presencial,US,M
SE,24,150000,US,Presencial,US,M
MI,36,130000,US,Remoto,US,M
MI,36,90000,US,Remoto,US,M
MI,18,165000,US,Presencial,US,M
MI,18,124000,US,Presencial,US,M
SE,24,178000,CA,Presencial,CA,M
SE,24,132000,CA,Presencial,CA,M
SE,24,130000,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,18,116000,US,Remoto,US,M
SE,18,96000,US,Remoto,US,M
SE,18,92350,GB,Presencial,GB,M
SE,18,70186,GB,Presencial,GB,M
SE,18,105000,US,Presencial,US,M
SE,18,70000,US,Presencial,US,M
MI,60,105236,CA,Hibrido,CA,L
SE,24,194000,US,Remoto,US,M
SE,24,129400,US,Remoto,US,M
SE,23,190000,US,Remoto,US,M
SE,23,135000,US,Remoto,US,M
SE,18,100000,US,Presencial,US,M
SE,18,70000,US,Presencial,US,M
EN,56,189750,US,Presencial,US,M
EN,56,140250,US,Presencial,US,M
SE,18,130000,US,Presencial,US,M
SE,18,100000,US,Presencial,US,M
MI,18,160000,US,Presencial,US,M
MI,18,109000,US,Presencial,US,M
SE,71,150000,US,Presencial,US,M
MI,18,206000,US,Presencial,US,M
MI,18,160000,US,Presencial,US,M
SE,24,135000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
MI,24,120000,US,Presencial,US,M
MI,24,95000,US,Presencial,US,M
SE,24,68293,ES,Presencial,ES,M
SE,24,42026,ES,Presencial,ES,M
SE,24,191200,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,24,191200,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,24,154600,US,Presencial,US,L
SE,24,120000,US,Presencial,US,M
SE,24,95000,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,36,120000,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
MI,18,80000,US,Remoto,US,L
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,2,135000,US,Presencial,US,M
SE,2,110000,US,Presencial,US,M
MI,21,155000,US,Presencial,US,M
MI,21,140000,US,Presencial,US,M
SE,24,205000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,24,179500,US,Presencial,US,M
SE,24,134000,US,Presencial,US,M
MI,36,180000,US,Presencial,US,M
MI,36,120000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,36,175000,US,Remoto,US,M
SE,36,145000,US,Remoto,US,M
SE,23,175000,US,Remoto,US,M
EN,32,27317,ES,Hibrido,ES,L
MI,24,160000,US,Remoto,US,M
MI,24,90000,US,Remoto,US,M
SE,24,68293,ES,Presencial,ES,M
SE,24,36773,ES,Presencial,ES,M
SE,24,145000,US,Presencial,US,M
SE,24,115000,US,Presencial,US,M
MI,38,165000,US,Presencial,US,M
MI,38,135000,US,Presencial,US,M
SE,24,168400,US,Presencial,US,M
SE,24,105200,US,Presencial,US,M
MI,40,86193,GB,Remoto,GB,M
MI,40,49253,GB,Remoto,GB,M
SE,24,200000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
SE,36,198800,US,Presencial,US,M
SE,36,122600,US,Presencial,US,M
SE,18,130000,US,Presencial,US,M
SE,18,100000,US,Presencial,US,M
MI,2,104663,GB,Presencial,GB,M
MI,2,73880,GB,Presencial,GB,M
SE,24,125000,US,Remoto,US,M
SE,24,110000,US,Remoto,US,M
MI,18,165000,US,Presencial,US,M
MI,18,124000,US,Presencial,US,M
SE,36,148000,US,Remoto,US,M
SE,36,107000,US,Remoto,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
MI,24,120000,US,Presencial,US,M
MI,24,95000,US,Presencial,US,M
SE,24,153600,US,Presencial,US,M
SE,24,106800,US,Presencial,US,M
MI,18,100000,CA,Presencial,CA,M
MI,18,65000,CA,Presencial,CA,M
MI,24,120000,US,Presencial,US,M
MI,24,95000,US,Presencial,US,M
SE,36,168000,US,Remoto,US,M
SE,36,130000,US,Remoto,US,M
SE,36,136000,US,Remoto,US,M
SE,36,104000,US,Remoto,US,M
MI,24,161000,US,Remoto,US,M
MI,24,118000,US,Remoto,US,M
SE,6,205000,US,Remoto,US,M
SE,6,184000,US,Remoto,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,35,172200,US,Presencial,US,M
SE,18,177000,US,Presencial,US,M
SE,18,131000,US,Presencial,US,M
SE,6,205000,US,Remoto,US,M
SE,6,184000,US,Remoto,US,M
SE,24,146000,US,Presencial,US,M
SE,24,102000,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,6,196000,US,Remoto,US,M
SE,24,135000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
MI,24,80000,US,Presencial,US,M
MI,24,65000,US,Presencial,US,M
SE,24,135000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
SE,24,61566,GB,Remoto,GB,M
SE,24,43096,GB,Remoto,GB,M
MI,24,175000,US,Remoto,US,M
MI,24,135000,US,Remoto,US,M
EN,36,80000,US,Presencial,US,M
SE,24,138750,US,Remoto,US,M
SE,2,193750,US,Remoto,US,M
SE,2,116250,US,Remoto,US,M
SE,24,138750,US,Remoto,US,M
SE,2,138750,US,Remoto,US,M
SE,2,138750,US,Remoto,US,M
SE,24,193750,US,Remoto,US,M
SE,24,116250,US,Remoto,US,M
SE,36,208000,US,Remoto,US,M
SE,36,127000,US,Remoto,US,M
SE,72,196000,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,36,205000,US,Remoto,US,M
SE,36,185000,US,Remoto,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,56,172200,US,Presencial,US,M
EN,24,160000,US,Presencial,US,M
EN,24,135000,US,Presencial,US,M
MI,18,150000,US,Presencial,US,M
MI,18,100000,US,Presencial,US,M
SE,18,110000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,6,205000,US,Remoto,US,M
SE,6,184000,US,Remoto,US,M
SE,24,191200,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,36,156400,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
MI,56,104663,GB,Presencial,GB,M
MI,56,80036,GB,Presencial,GB,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,36,140700,US,Presencial,US,M
SE,36,93800,US,Presencial,US,M
SE,36,135000,US,Remoto,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,56,201000,US,Presencial,US,M
SE,56,119000,US,Presencial,US,M
SE,24,175000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,18,154560,US,Presencial,US,M
SE,18,123648,US,Presencial,US,M
SE,18,130000,US,Presencial,US,M
SE,18,100000,US,Presencial,US,M
MI,24,170000,US,Presencial,US,M
MI,24,145000,US,Presencial,US,M
SE,24,135000,US,Remoto,US,M
SE,24,100000,US,Remoto,US,M
SE,36,172200,US,Presencial,US,M
SE,36,177500,US,Remoto,US,M
SE,36,134000,US,Remoto,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,23,192564,US,Remoto,US,M
SE,23,144854,US,Remoto,US,M
SE,18,130000,US,Presencial,US,M
SE,18,105000,US,Presencial,US,M
SE,24,179305,US,Remoto,US,M
SE,24,142127,US,Remoto,US,M
SE,36,156600,US,Remoto,US,M
MI,18,206000,US,Presencial,US,M
MI,18,160000,US,Presencial,US,M
MI,18,109000,US,Presencial,US,M
MI,18,79000,US,Presencial,US,M
MI,18,160000,US,Presencial,US,M
MI,18,109000,US,Presencial,US,M
SE,24,182500,US,Remoto,US,M
SE,24,128500,US,Remoto,US,M
MI,24,160000,US,Remoto,US,M
MI,24,90000,US,Remoto,US,M
EN,27,77300,US,Remoto,US,M
EN,27,45600,US,Remoto,US,M
SE,18,127000,US,Remoto,US,M
SE,18,110000,US,Remoto,US,M
SE,23,210000,US,Remoto,US,M
SE,23,136000,US,Remoto,US,M
SE,24,170000,US,Remoto,US,M
SE,24,140000,US,Remoto,US,M
SE,24,172200,US,Presencial,US,M
SE,24,184100,US,Presencial,US,M
MI,56,130000,US,Presencial,US,M
MI,56,90000,US,Presencial,US,M
MI,36,120000,US,Remoto,US,M
MI,36,100000,US,Remoto,US,M
MI,36,85000,US,Remoto,US,M
MI,36,78000,US,Remoto,US,M
SE,24,161000,US,Remoto,US,M
SE,24,110000,US,Remoto,US,M
SE,36,136000,US,Remoto,US,M
SE,36,104000,US,Remoto,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
EX,45,205000,US,Presencial,US,M
EX,45,160000,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
EN,24,61566,GB,Remoto,GB,M
EN,24,49253,GB,Remoto,GB,M
SE,24,160000,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,36,180000,US,Presencial,US,M
SE,24,135000,US,Presencial,US,M
SE,24,100000,US,Presencial,US,M
SE,24,220000,US,Presencial,US,M
SE,24,150000,US,Presencial,US,M
SE,36,198440,US,Presencial,US,L
SE,36,144000,US,Presencial,US,L
SE,24,170000,US,Presencial,US,M
SE,36,198440,US,Presencial,US,M
SE,36,144000,US,Presencial,US,M
MI,18,150000,US,Remoto,US,M
MI,18,100000,US,Remoto,US,M
SE,18,120000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
MI,36,57872,GB,Hibrido,GB,M
EN,18,64000,US,Remoto,US,L
SE,56,187200,CA,Remoto,CA,M
SE,56,116100,CA,Remoto,CA,M
SE,18,150000,US,Presencial,US,M
SE,18,127000,US,Presencial,US,M
SE,24,166000,US,Remoto,US,M
SE,36,159699,US,Presencial,US,M
SE,36,138938,US,Presencial,US,M
EN,7,76000,US,Hibrido,US,L
SE,18,166700,US,Presencial,US,M
SE,18,119000,US,Presencial,US,M
SE,18,130000,US,Presencial,US,M
SE,18,100000,US,Presencial,US,M
SE,2,103432,GB,Presencial,GB,M
SE,2,92350,GB,Presencial,GB,M
SE,18,80000,US,Presencial,US,M
SE,18,52500,US,Presencial,US,M
SE,24,182000,US,Remoto,US,M
SE,36,180000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,36,156400,US,Presencial,US,M
SE,18,135000,US,Remoto,US,M
SE,18,100000,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,24,195000,US,Remoto,US,M
SE,24,175000,US,Remoto,US,M
SE,24,155000,US,Presencial,US,M
SE,24,110000,US,Presencial,US,M
SE,29,123000,US,Presencial,US,M
SE,29,92250,US,Presencial,US,M
SE,24,170000,US,Presencial,US,M
SE,24,150000,US,Presencial,US,M
MI,53,180000,US,Remoto,US,M
MI,53,100000,US,Remoto,US,M
SE,24,97000,US,Remoto,US,M
SE,24,90000,US,Remoto,US,M
SE,24,200000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,56,210000,US,Remoto,US,M
SE,56,180000,US,Remoto,US,M
SE,24,180000,US,Presencial,US,M
EX,2,210000,US,Remoto,US,M
EX,2,157000,US,Remoto,US,M
EN,36,180000,US,Remoto,US,M
EN,36,100000,US,Remoto,US,M
MI,18,80000,US,Presencial,US,M
MI,18,52500,US,Presencial,US,M
SE,23,128000,US,Presencial,US,M
SE,23,81500,US,Presencial,US,M
SE,30,105000,US,Presencial,US,M
SE,30,70000,US,Presencial,US,M
SE,36,175000,US,Presencial,US,M
SE,36,122500,US,Presencial,US,M
SE,24,171000,US,Presencial,US,M
SE,24,117000,US,Presencial,US,M
SE,36,202800,US,Presencial,US,L
SE,36,104300,US,Presencial,US,L
SE,18,50432,ES,Presencial,ES,M
SE,18,36773,ES,Presencial,ES,M
SE,24,197000,US,Presencial,US,M
SE,24,99000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,24,110000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,24,170000,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,18,150000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,24,145000,US,Presencial,US,M
SE,24,115000,US,Presencial,US,M
SE,18,175950,US,Remoto,US,M
SE,18,130050,US,Remoto,US,M
SE,24,205600,US,Presencial,US,L
SE,24,105700,US,Presencial,US,L
SE,18,89200,US,Remoto,US,M
EN,36,80000,US,Remoto,US,L
SE,64,200000,GB,Remoto,GB,S
EN,36,73742,CA,Remoto,CA,L
SE,34,165000,US,Hibrido,US,S
EN,36,33246,GB,Hibrido,GB,L
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,24,184100,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,36,156400,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
EN,56,108000,US,Presencial,US,S
SE,36,155000,US,Remoto,US,M
SE,36,38000,US,Remoto,US,M
MI,18,85000,US,Presencial,US,M
MI,18,65000,US,Presencial,US,M
SE,36,155000,US,Remoto,US,M
SE,36,38000,US,Remoto,US,M
MI,24,110820,GB,Presencial,GB,M
MI,24,92350,GB,Presencial,GB,M
SE,36,153600,US,Remoto,US,M
SE,36,106800,US,Remoto,US,M
SE,36,185000,US,Remoto,US,M
SE,36,50000,US,Remoto,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,36,155000,US,Remoto,US,M
